,day,Hole ID,Depth Below Surface [m],Theta
7068,2015-06-03,14,11.8491,0.2188
7069,2015-06-03,14,12.1539,0.2253
7070,2015-06-03,14,12.4587,0.2179
7071,2015-06-03,14,12.7635,0.2133
7072,2015-06-03,14,13.0683,0.2233
7073,2015-06-03,14,13.3731,0.239
7074,2015-06-03,14,13.677900000000001,0.237
7075,2015-06-03,14,13.982700000000001,0.2104
7076,2015-06-03,14,14.287500000000001,0.2135
7077,2015-06-03,14,14.5923,0.2317
7078,2015-06-03,14,14.8971,0.2441
7079,2015-06-03,14,15.2019,0.2407
7080,2015-06-03,14,15.5067,0.2387
7081,2015-06-03,14,15.811500000000002,0.2418
7082,2015-06-03,14,16.1163,0.227
7083,2015-06-03,14,16.4211,0.2352
7084,2015-06-03,14,16.7259,0.2239
7085,2015-06-03,14,17.0307,0.2063
7086,2015-06-03,14,17.3355,0.2165
7087,2015-06-03,14,17.6403,0.2029
7088,2015-06-03,14,17.9451,0.2157
7089,2015-06-03,14,18.2499,0.2258
7090,2015-06-03,14,18.5547,0.2203
7091,2015-06-03,14,18.8595,0.2246
7092,2015-06-03,14,19.1643,0.2399
7093,2015-06-03,14,19.4691,0.2281
7094,2015-06-03,14,19.7739,0.2252
7095,2015-06-03,14,20.0787,0.2315
7096,2015-06-03,14,20.3835,0.2585
7097,2015-06-03,14,20.6883,0.2481
7098,2015-06-03,14,20.993100000000002,0.3348
7099,2015-06-03,14,21.297900000000002,0.3714
7100,2015-06-03,14,21.602700000000002,0.3865
7101,2015-06-03,14,21.907500000000002,0.3915
7102,2015-06-03,14,22.212300000000003,0.3806
7103,2015-06-03,14,22.5171,0.3766
7104,2015-06-03,14,22.8219,0.3727
7105,2015-06-03,14,23.1267,0.3734
7106,2015-06-03,14,23.4315,0.3745
7107,2015-06-03,14,23.7363,0.3744
7108,2015-06-03,14,24.0411,0.3627
7109,2015-06-03,14,24.3459,0.3586
7110,2015-06-03,14,24.6507,0.3658
7111,2015-06-03,14,24.9555,0.3683
7112,2015-06-03,14,25.2603,0.3593
7113,2015-06-03,14,25.5651,0.3658
7114,2015-06-03,14,25.8699,0.3742
7115,2015-06-03,14,26.1747,0.3552
7116,2015-06-03,14,26.4795,0.3918
7117,2015-06-03,14,26.7843,0.3989
7118,2015-06-03,14,27.089100000000002,0.3886
7119,2015-06-03,14,27.393900000000002,0.3964
7120,2015-06-03,14,27.698700000000002,0.4205
7121,2015-06-03,14,28.003500000000003,0.4313
7122,2015-06-03,14,28.308300000000003,1.0235
7123,2015-06-03,2,0.5715000000000001,0.2539
7124,2015-06-03,2,0.8763000000000001,0.2219
7125,2015-06-03,2,1.1811,0.2378
7126,2015-06-03,2,1.4859000000000002,0.2383
